,x,y,z,dyn_prop,id,rcs,vx,vy,vx_comp,vy_comp,is_quality_valid,ambig_state,x_rms,y_rms,invalid_state,pdh0,vx_rms,vy_rms
40,39.400001525878906,-11.300000190734863,0.0,1.0,68.0,14.0,-8.25,1.25,-0.11131186038255692,0.03192446753382683,1.0,3.0,19.0,19.0,0.0,1.0,16.0,3.0
41,40.0,11.300000190734863,0.0,3.0,69.0,9.0,-9.0,1.25,-0.20073656737804413,-0.05670808255672455,1.0,3.0,19.0,20.0,0.0,1.0,16.0,3.0
42,39.79999923706055,13.699999809265137,0.0,1.0,71.0,19.0,-9.0,1.25,-0.1304289549589157,-0.04489640146493912,1.0,3.0,19.0,19.0,0.0,1.0,16.0,3.0
43,42.599998474121094,-2.0999999046325684,0.0,2.0,76.0,6.0,-15.75,0.0,-7.268463134765625,0.35830453038215637,1.0,3.0,19.0,20.0,0.0,1.0,16.0,3.0
44,40.400001525878906,17.100000381469727,0.0,1.0,78.0,14.5,-9.0,1.25,-0.04674319177865982,-0.019784867763519287,1.0,3.0,19.0,19.0,0.0,1.0,16.0,3.0
45,44.20000076293945,-2.0999999046325684,0.0,2.0,79.0,5.0,-15.75,0.0,-7.269898891448975,0.34540241956710815,1.0,3.0,19.0,20.0,0.0,1.0,16.0,3.0
46,37.79999923706055,25.100000381469727,0.0,1.0,83.0,1.0,-9.25,1.0,-0.13510233163833618,-0.08971080929040909,1.0,3.0,20.0,21.0,0.0,1.0,17.0,3.0
47,43.400001525878906,-15.300000190734863,0.0,1.0,85.0,6.5,-8.0,1.25,0.04807811230421066,-0.01694919541478157,1.0,3.0,19.0,19.0,0.0,1.0,16.0,3.0
48,43.400001525878906,-15.699999809265137,0.0,1.0,86.0,1.0,-8.25,1.25,-0.18262946605682373,0.06606641411781311,1.0,3.0,20.0,20.0,0.0,1.0,16.0,3.0
49,46.599998474121094,-0.30000001192092896,0.0,1.0,88.0,7.0,-8.75,1.25,-0.2985222339630127,0.0019218171946704388,1.0,3.0,19.0,20.0,0.0,1.0,16.0,3.0
50,43.0,-18.700000762939453,0.0,3.0,89.0,5.0,-8.0,1.25,-0.03406359627842903,0.01481370534747839,1.0,3.0,19.0,20.0,0.0,1.0,16.0,3.0
51,40.20000076293945,26.700000762939453,0.0,1.0,93.0,13.5,-9.25,1.25,-0.01976619102060795,-0.013128289952874184,1.0,3.0,19.0,20.0,0.0,1.0,17.0,3.0
52,45.599998474121094,-16.100000381469727,0.0,1.0,95.0,11.0,-8.25,1.25,-0.17477455735206604,0.061707694083452225,1.0,3.0,19.0,19.0,0.0,1.0,16.0,3.0
53,26.399999618530273,42.099998474121094,0.0,3.0,97.0,14.5,-9.75,0.75,-0.07263492047786713,-0.1158306822180748,1.0,3.0,22.0,21.0,0.0,1.0,19.0,3.0
54,29.799999237060547,-39.70000076293945,0.0,3.0,98.0,10.5,-7.25,1.0,0.004386385902762413,-0.005843608174473047,1.0,3.0,21.0,21.0,0.0,1.0,18.0,3.0
55,39.20000076293945,30.700000762939453,0.0,2.0,99.0,4.0,-10.5,1.25,-0.7077596783638,-0.5542913675308228,1.0,3.0,20.0,21.0,0.0,1.0,17.0,3.0
56,29.799999237060547,41.900001525878906,0.0,1.0,103.0,28.0,-9.75,1.0,-0.009452517144382,-0.013290620408952236,1.0,3.0,21.0,20.0,0.0,1.0,18.0,3.0
57,51.20000076293945,6.300000190734863,0.0,1.0,104.0,13.5,-8.75,1.5,-0.11731331050395966,-0.014435036107897758,1.0,3.0,19.0,20.0,0.0,1.0,16.0,3.0
58,50.20000076293945,-16.899999618530273,0.0,1.0,105.0,15.5,-8.25,1.5,-0.23521606624126434,0.07918628305196762,1.0,3.0,19.0,19.0,0.0,1.0,16.0,3.0
59,52.79999923706055,6.5,0.0,1.0,106.0,5.5,-8.75,1.5,-0.11723045259714127,-0.014431780204176903,1.0,3.0,19.0,20.0,0.0,1.0,16.0,3.0
60,54.20000076293945,1.7000000476837158,0.0,3.0,108.0,12.0,-8.75,1.5,-0.24704192578792572,-0.007748547475785017,1.0,3.0,19.0,19.0,0.0,1.0,16.0,3.0
61,52.0,-16.899999618530273,0.0,3.0,110.0,2.5,-8.25,1.5,-0.22211894392967224,0.07218866050243378,1.0,3.0,20.0,20.0,0.0,1.0,16.0,3.0
62,37.0,40.70000076293945,0.0,1.0,111.0,21.0,-9.5,1.0,-0.024002911522984505,-0.02640320360660553,1.0,3.0,19.0,19.0,0.0,1.0,18.0,3.0
63,56.20000076293945,5.300000190734863,0.0,3.0,113.0,2.0,-8.75,1.5,-0.15787188708782196,-0.014888274483382702,1.0,3.0,19.0,19.0,0.0,1.0,16.0,3.0
64,55.20000076293945,-17.5,0.0,1.0,116.0,1.0,-8.25,1.5,-0.21302327513694763,0.06753454357385635,1.0,3.0,20.0,20.0,0.0,1.0,16.0,3.0
65,50.0,-29.899999618530273,0.0,3.0,117.0,12.0,-7.75,1.5,-0.09377332776784897,0.05607644468545914,1.0,3.0,20.0,20.0,0.0,1.0,17.0,3.0
66,58.20000076293945,17.100000381469727,0.0,3.0,120.0,2.5,-9.0,1.5,-0.11995576322078705,-0.03524473309516907,1.0,3.0,19.0,20.0,0.0,1.0,16.0,3.0
67,59.20000076293945,-14.300000190734863,0.0,3.0,121.0,26.0,-8.25,1.75,-0.17885182797908783,0.04320238158106804,1.0,3.0,19.0,20.0,0.0,1.0,16.0,3.0
68,46.79999923706055,-39.70000076293945,0.0,3.0,122.0,12.5,-7.5,1.25,-0.008843960240483284,0.007502248976379633,1.0,3.0,21.0,21.0,0.0,1.0,17.0,3.0
69,37.599998474121094,48.70000076293945,0.0,3.0,123.0,3.5,-9.75,1.0,-0.0476895309984684,-0.06176809221506119,1.0,3.0,20.0,20.0,0.0,1.0,18.0,3.0
